movie_id,title,release_date,metascore,userscore,production_budget,worldwide_box_office,rating_id
met-opera-porgy-and-bess-(2020),Met Opera: Porgy and Bess,2020-01-31,,,,1913168.0,
lion-le-(france),Le lion,2020-01-31,,,,3474788.0,
onze-jongens-in-miami-(netherlands),Onze Jongens in Miami,2020-01-31,,,,2961749.0,
kaaal-(2020-india),Kaaal,2020-01-31,,,,2238.0,
importinis-jaunikis-(lithuania),Importinis jaunikis,2020-01-31,,,,828002.0,
kinky-boots-the-musical-(uk),Kinky Boots - The Musical,2020-12-06,,,,2009374.0,
jawaani-jaaneman-(india),Jawaani Jaaneman,2020-01-31,,,,248925.0,
histoire-dun-regard-(france),Histoire d'un regard,2020-01-31,,,,105276.0,
first-date-(2021),First Date,2021-07-02,,,,,
folk-song-(2021-china),Folk Song,2021-07-02,,,,100000.0,
jose-(guatemala),JosÃƒÂ©,2020-01-31,,,,,
ehrimen-kanli-yol-(2021-turkey),Ehrimen: Kanli Yol,2021-07-02,,,,47786.0,
dont-go-gentle-a-film-about-idles-(2021-united-kingdom),DonÃ¢â‚¬â„¢t Go Gentle: A Film About IDLES,2021-07-02,,,,19172.0,
dim-valley-a-(2021),A Dim Valley,2021-07-02,,,,,
end-of-the-line-the-(2009-united-kingdom),The End of the Line,2021-07-02,,,,,
blues-para-teheran-un-(2021-spain),Un blues para Teheran,2021-07-02,,,,7147.0,
bings-animal-stories-(2021-united-kingdom),BingÃ¢â‚¬â„¢s Animal Stories,2021-07-02,,,,144438.0,
this-is-new-zealand-(1970-new-zealand),This is New Zealand,2021-07-01,,,,13106.0,
deep-house-the-(2021-france),The Deep House,2021-07-02,,,,1874744.0,
terra-dei-figli-la-(2021-italy),La terra dei figli,2021-07-01,,,,73692.0,
sudba-diversanta-(2021-russia),Sudba Diversanta,2021-07-01,,,,1998.0,
state-a-casa-(2021-italy),State a casa,2021-07-01,,,,7939.0,
mi-chiedo-quando-ti-manchero-(2021-italy),Mi chiedo quando ti mancherÃƒÂ²,2021-07-01,,,,4957.0,
forever-purge-the,The Forever Purge,2021-07-02,,,18000000.0,76994245.0,
catweazle-(2020-germany),Catweazle,2021-07-01,,,,3485442.0,
die-in-a-gunfight,Die in a Gunfight,2021-07-16,,,,61293.0,
dzhetlag-(2021-russia),Dzhetlag,2021-07-01,,,,30613.0,
tall-poppy-(2021-australia),Tall Poppy,2021-07-01,,,,11748.0,
cambio-tutto-(2020-italy),Cambio tutto,2021-07-01,,,,14108.0,
escape-room-tournament-of-champions-(2021),Escape Room: Tournament of Champions,2021-07-16,,,15000000.0,51914506.0,
boss-baby-family-business-the-(2021),The Boss Baby: Family Business,2021-07-02,,,82000000.0,146632547.0,
boys-(2021-italy),Boys,2021-07-01,,,,1068081.0,
ghost-in-well-the-(china)(2019),The Ghost in Well,2019-02-22,,,,787747.0,
grace-a-dieu-(france)-(2019),GrÃƒÂ¢ce ÃƒÂ  dieu,2019-10-18,,,,7744139.0,
chute-de-l-empire-americain-la-(canada)-(2019),La chute de lÃ¢â‚¬â„¢empire amÃƒÂ©ricain,2019-05-31,,,,4243406.0,
chesley-bonestell-a-brush-with-the-future-(documentary)-(2019),Chesley Bonestell: A Brush with the Future,2019-02-22,,,,,
boku-no-kanojo-wa-maho-tsukai-(japan)-(2019),Boku no Kanojo wa Maho Tsukai,2019-02-22,,,,4540085.0,
chant-du-loup-le-(france)-(2019),Le chant du loup,2019-02-22,,,,12639189.0,
black-snake-la-legende-du-serpent-noir-(france)-(2019),"Black Snake, la lÃƒÂ©gende du serpent noir",2019-02-22,,,,1190994.0,
goldene-handschuh-der-(germany)-(2019),Der Goldene Handschuh,2019-09-27,,,,598514.0,
alla-en-el-rancho-(mexico)-(2019),AllÃƒÂ¡ en el Rancho,2019-02-22,,,,2361899.0,
tobol-(russia)-(2019),Tobol,2019-02-21,,,,2181518.0,
modalita-aereo-(italy)-(2019),ModalitÃƒÂ  aereo,2019-02-21,,,,1548450.0,
sabaha-(s-korea)(2019),Sabaha,2019-02-20,,,,16467544.0,
real-estate-of-death-(2019-brazil),Real Estate of Death,2019-02-18,,,,,
dondum-ben-(turkey)-(2019),DÃƒÂ¶ndÃƒÂ¼m Ben,2019-02-22,,,,12995.0,
wu-shi-mi-zhi-lian-(china)-(2019),Wu Shi Mi Zhi Lian,2019-02-15,,,,202339.0,
iscelitel-(macedonia),Iscelitel,2019-02-21,,,,,
verliefd-op-cuba-(netherlands)(2019),Verliefd Op Cuba,2019-02-15,,,,3966812.0,
tampoco-tan-grandes-(argentina)-(2019),Tampoco Tan Grandes,2019-02-15,,,,29747.0,
sweethearts-(germany)-(2019),Sweethearts,2019-02-15,,,,585028.0,
helen-kelly-together-(nz),Helen Kelly - Together,2020-01-31,,,,47063.0,
heinzels-ruckkehr-der-heinzelmannchen-die-(germany),Die Heinzels - RÃƒÂ¼ckkehr der HeinzelmÃƒÂ¤nnchen,2020-11-05,,,,3778602.0,
gul-makai-(india),Gul Makai,2020-01-31,,,,2033.0,
mult-v-kino-vypusk-no-91-(russia)-(2019),Mult v. Kino Vypusk No. 91,2019-02-16,,,,91246.0,
goalie-(canada),Goalie,2020-01-31,,,,,
esprit-de-famille-l-(france),L'esprit de famille,2020-01-31,,,,1602914.0,
tuba-to-cuba-a-(documentary)-(2019),A Tuba to Cuba,2019-02-15,,,,124604.0,
eltilerin-savasi-(turkey),Eltilerin Savasi,2020-01-31,,,,11157665.0,
created-equal-clarence-thomas-in-his-own-words,Created Equal: Clarence Thomas in His Own Words,2020-01-31,41.0,8.3,,,1.0
dagaalty-(india),Dagaalty,2020-01-31,,,,4340.0,
choosi-choodangaane-(india),Choosi Choodangaane,2020-01-31,,,,,
coda-(canada),Coda,2020-01-31,,,,488121.0,
casa-de-arguello-la-(argentina),La casa de ArgÃƒÂ¼ello,2020-01-31,,,,149.0,
attila-(slovakia),Attila,2020-01-31,,,,305206.0,
aswathama-(india),Aswathama,2020-01-31,,,,8722.0,
bolshoi-ballet-romeo-and-juliet-(russia)(2020),Bolshoi Ballet: Romeo And Juliet,2020-01-31,,,,14386.0,
assistant-the,The Assistant,2020-01-31,,,1780000.0,1351375.0,
ai-houkai-(japan),AI Houkai,2020-01-31,,,,7932191.0,
ask-tesadufleri-sever-2-(turkey),AÃ…Å¸k TesadÃƒÂ¼fleri Sever 2,2020-01-31,,,,1282632.0,
action-(bulgaria),Action,2020-01-31,,,,13519.0,
yardy-(russia),Yardy,2020-01-30,,,,12181.0,
villetta-con-ospiti-(italy),Villetta con ospiti,2020-01-30,,,,188903.0,
tanets-s-sablyami-(russia),Tanets s sablyami,2020-01-30,,,,21011.0,
aiwilsong-(2021-south-korea),Aiwilsong,2021-07-01,,,,13305.0,
zombikeureoshi-heiri-(2020-south-korea),Zombikeureoshi Heiri,2021-06-30,,,,4672.0,
seonghyeeui-nara-(s-korea),Seonghyeeui Nara,2020-01-30,,,,7267.0,
zola,Zola,2021-06-30,76.0,6.2,,4998994.0,2.0
yeolahop-(2021-south-korea),Yeolahop,2021-06-30,,,,4472.0,
urineun-maeilmaeil-(2019-south-korea),Urineun Maeilmaeil,2021-06-30,,,,18636.0,
teddy-(2021-france),Teddy,2021-06-30,,,,142027.0,
soeurs-(2021-france),Soeurs,2021-06-30,,,,240959.0,
sens-de-la-famille-le-(france),Le Sens de la famille,2021-06-30,,,,4915517.0,
lydia-lunch-the-war-is-never-over,Lydia Lunch: The War is Never Over,2021-06-30,,,,,
adu-(spain),AdÃƒÂº,2020-01-31,,,,7518495.0,
presidents-(2021-france),PrÃƒÂ©sidents,2021-06-30,,,,3569522.0,
mideunaiteu-(2020-south-korea),Mideunaiteu,2021-06-30,,,,789327.0,
goegimaensyon-(2021-south-korea),Goegimaensyon,2021-06-30,,,,285702.0,
bitnaneun-sungan-(2020-south-korea),Bitnaneun Sungan,2021-06-30,,,,109373.0,
yu-jian-miao-xing-ren-(2021-china),Yu Jian Miao Xing Ren,2021-06-26,,,,110000.0,
three-piglets-3-(2021-china),Three Piglets 3,2021-06-26,,,,570000.0,
new-happy-dad-and-son-4-(2021-china),New Happy Dad and Son 4,2021-06-26,,,,14470000.0,
jeoseungboda-natseon-(2020-south-korea),Jeoseungboda Natseon,2021-06-30,,,,1429.0,
zwaar-verliefd-2-(2021-netherlands),Zwaar verliefd! 2,2021-06-25,,,,1542597.0,
ge-ming-zhe-(2021-china),Ge Ming Zhe,2021-06-26,,,,21150000.0,
too-late-(2021),Too Late,2021-06-25,,,,,
sinners-(bulgaria)-(2019),Sinners,2019-02-15,,,,11215.0,
werewolves-within,Werewolves Within,2021-06-25,66.0,6.2,,823329.0,2.0
perdiendo-el-este-(spain)(2019),Perdiendo el este,2019-02-15,,,,3288671.0,
mega-time-squad-(nz)-(2019),Mega Time Squad,2019-02-15,,,,,
royal-opera-house-don-quixote-(uk)(2019),Royal Opera Hose: Don Quixote,2019-02-15,,,,814380.0,
minha-fama-de-mau-(brazil)-(2019),Minha Fama de Mau,2019-02-15,,,,249971.0,
ruben-brandt-a-gyujto-(hungary)-(2018),"Ruben Brandt, a gyujto",2019-02-15,,,,181785.0,
leto-s-gentlemanem-(cz)(2019),LÃƒÂ©to s gentlemanem,2019-02-15,,,,409017.0,
lan-se-sheng-si-lian-(china)-(2019),Lan Se Sheng Si Lian,2019-02-15,,,,193338.0,
lears-the-(2019),The Lears,2019-02-15,,,,,
mamma-and-mamma-(italy)-(2019),Mamma + Mamma,2019-02-15,,,,11718.0,
maestro-the-(2019),The Maestro,2019-02-15,,,,,
jellyfish-(uk)-(2019),Jellyfish,2019-02-15,,,,39351.0,
kala-shah-kala-(india)(2019),Kala Shah Kala,2019-02-15,,,,269837.0,
hora-dia-mes-(argentina)-(2019),Hora - DÃƒÂ­a - Mes,2019-02-15,,,,389.0,
gangbyeonhotel-(south-korea)-(2019),Gangbyeonhotel,2019-02-15,,,,160528.0,
fortuna-s-eye-(japan)-(2019),Fortuna's Eye,2019-02-15,,,,9693268.0,
hep-yek-3-(turkey)-(2019),Hep Yek 3,2019-02-15,,,,1369735.0,
dev-(india)(2019),Dev,2019-02-15,,,,19256.0,
catvideofest-(2019),CatVideoFest,2019-02-15,,,,536350.0,
donnybrook-(2019),Donnybrook,2019-02-15,,,,,
ayka-(russia)-(2018),Ayka,2019-02-15,,,,63022.0,
deux-fils-(france)-(2019),Deux fils,2019-02-15,,,,540812.0,
bir-ask-iki-hayat-(turkey)-(2019),Bir Ask Iki Hayat,2019-02-15,,,,1413769.0,
rozovoe-ili-kolokolchik-(russia),Rozovoe ili kolokolchik,2020-01-30,,,,2963.0,
paw-patrol-10-(canada),Paw Patrol 10,2020-01-30,,,,165513.0,
odio-l-estate-(italy),Odio L'Estate,2020-01-30,,,,8875864.0,
koma-(russia),Koma,2020-01-30,,,,2152816.0,
kazantzakis-(greece),Kazantzakis,2020-01-30,,,,19210.0,
2020-oscar-shorts,2020 Oscar Shorts,2020-01-29,,,,,
gretel-and-hansel-(2020),Gretel & Hansel,2020-01-31,,,5000000.0,22059211.0,
dawnseeker-the,The Dawnseeker,2020-01-28,,,,938.0,
sus-scrofa-(china),SUS SCROFA,2020-01-26,,,,200000.0,
zhong-guo-nu-pai-(china),Zhong Guo Nu Pai,2020-01-24,,,,128875617.0,
ji-xian-feng-(china),Ji Xian Feng,2020-11-20,,,,45985936.0,
young-cannibals-the-(uk),The Young Cannibals,2020-01-24,,,,11489.0,
cabin-28-(2017-uk),Cabin 28,2020-01-28,,,,916.0,
te-quiero-imbecil-(spain),Te quiero imbecil,2020-01-24,,,,480999.0,
royal-opera-house-la-boheme-(uk)-(2020),Royal Opera House La Boheme,2020-01-24,,,,787976.0,
street-dancer-3d-(india),Street Dancer,2020-01-24,,,,437435.0,
shylock-(india),Shylock,2020-01-24,,,,26006.0,
psycho-(india),Psycho,2020-01-24,,,,40242.0,
vaxxed-ii-the-peoples-truth,Vaxxed II: The PeopleÃ¢â‚¬â„¢s Truth,2020-01-24,,,,,
to-be-someone-(2021-united-kingdom),To Be Someone,2021-06-25,,,,6519.0,
sombra-la-(2021-spain),La Sombra,2021-06-25,,,,2184.0,
soreike-anpanman-the-movie-fluffy-fuwari-and-the-cloud-country-(2021-japan),Soreike! Anpanman The Movie: Fluffy Fuwari And The Cloud Country,2021-06-25,,,,634717.0,
rebel-hearts-(2021),Rebel Hearts,2021-06-25,,,,,
perfect-victim-the-(2021-china),The Perfect Victim,2021-06-25,,,,1970000.0,
sparkling-the-story-of-champagne-(uk),Sparkling: The Story of Champagne,2021-08-13,,,,19122.0,
rollers-(2021),Rollers,2021-06-25,,,,,
my-heart-cant-beat-unless-you-tell-it-to,My Heart CanÃ¢â‚¬â„¢t Beat Unless You Tell It To,2021-06-25,,,,,
operacion-camaron-(2021-spain),OperaciÃƒÂ³n CamarÃƒÂ³n,2021-06-25,,,,3870289.0,
love-in-a-bottle-(2021-netherlands),Love in a Bottle,2021-06-25,,,,6976.0,
lucas-(2021-spain),Lucas,2021-06-25,,,,7338.0,
kenny-scharf-when-worlds-collide-(2021),Kenny Scharf: When Worlds Collide,2021-06-25,,,,,
gran-camino-el-(2021-spain),El Gran Camino,2021-06-25,,,,5672.0,
khorshid-(2021-iran),Khorshid,2021-06-25,,,,60927.0,
ice-road-the-(2021),The Ice Road,2021-06-25,,,,5519303.0,
filmmakers-house-the-(2021-united-kingdom),The FilmmakerÃ¢â‚¬â„¢s House,2021-06-25,,,,3595.0,
first-signal-(2021),First Signal,2021-06-25,,,,,
dartacan-y-los-tres-mosqueperros-(2021-spain),DÃ¢â‚¬â„¢Artacan y los tres Mosqueperros,2021-06-25,,,,3021650.0,
bender-(2021-russia),Bender,2021-06-25,,,,1009461.0,
i-carry-you-with-me,I Carry You With Me,,76.0,7.2,,192824.0,2.0
1921-(2021-china),1921,2021-06-25,,,,78477113.0,
against-the-current-(2021-iceland),Against the Current,2021-06-25,,,,,
sikmulkape-onjeong-(2021-south-korea),"Sikmulkape, Onjeong",2021-06-24,,,,2035.0,
rhapsody-of-love-(2021-australia),Rhapsody of Love,2021-06-24,,,,,
antonio-gil-(argentina)-(2019),Antonio Gil,2019-02-15,,,,479.0,
scuola-di-mafia-(2021-italy),Scuola di mafia,2021-06-24,,,,76517.0,
between-us-(2021-china),Between Us,2021-06-25,,,,7690000.0,
un-avventura-(italy)-(2019),Un'Avventura,2019-02-14,,,,583828.0,
yi-wen-ding-qing-(china)(2019),Yi wen ding qing,2019-02-14,,,,29083287.0,
anandi-gopal-(india)-(2019),Anandi Gopal,2019-02-15,,,,2605.0,
sem-uzhinov-(russia)(2019),Sem uzhinov,2019-02-14,,,,1700172.0,
otryv-(russia)-(2019),Otryv,2019-02-14,,,,354760.0,
gully-boy-(india)-(2019),Gully Boy,2019-02-14,,,,5264604.0,
gromkaya-svyaz-(russia)-(2019),Gromkaya svyaz,2019-02-14,,,,8477186.0,
fighting-with-my-family-(2019),Fighting With My Family,2019-02-14,,,11000000.0,41503089.0,
paranza-dei-bambini-la-(italy)-(2019),La paranza dei bambini,2019-08-02,,,,2277655.0,
boda-de-mi-mejor-amigo-la-(mexico)-(2019),La Boda de Mi Mejor Amigo,2019-02-14,,,,5217163.0,
jeungin-(s-korea)(2019),Jeungin,2019-02-13,,,,17214392.0,
pajaros-de-verano-(colombia)-(2019),PÃƒÂ¡jaros de verano,2019-02-13,,,,1588409.0,
isnt-it-romantic-(2019),IsnÃ¢â‚¬â„¢t it Romantic,2019-02-13,,,31000000.0,,
gimyohan-gajok-(s-korea)(2019),Gimyohan Gajok,2019-02-13,,,,1745608.0,
josh-groban-bridges-from-madison-square-garden-(2019),Josh Groban Bridges from Madison Square Garden,2019-02-12,,,,,
zaniki-(spain)(2019),Zaniki,2019-02-08,,,,5658.0,
happy-death-day-2u-(2019),Happy Death Day 2U,2019-02-13,,,9000000.0,64686515.0,
dog-called-money-a-(ireland),A Dog Called Money,2019-02-12,,,,42684.0,
personal-history-of-david-copperfield-the-(uk),The Personal History of David Copperfield,2020-08-28,,,15600000.0,13211271.0,
yatra-(india)-(2019),Yatra,2019-02-08,,,,12543.0,
panga-(india),Panga,2020-01-24,,,,726065.0,
my-name-is-myeisha,My Name is Myeisha,2020-01-24,,,,,
no-fathers-in-kashmir-(uk),No Fathers in Kashmir,2020-01-24,,,,6913.0,
muhr-u-cin-(turkey),MÃƒÂ¼hr-ÃƒÂ¼ Cin,2020-01-24,,,,14226.0,
queens-corgi-the-(belgium)-(2019),The Queen's Corgi,2019-02-14,,,,31574249.0,
maceraci-yuzgecler-buyuk-gosteri-(turkey),Maceraci YÃƒÂ¼zgeÃƒÂ§ler: BÃƒÂ¼yÃƒÂ¼k GÃƒÂ¶steri,2020-01-24,,,,118111.0,
llorona-la-(guatemala),La Llorona,2020-01-24,,,,300173.0,
melhor-verao-das-nossas-vidas-o-(brazil),O Melhor VerÃƒÂ£o das Nossas Vidas,2020-01-24,,,,71333.0,
leones-los-(dominican-republic),Los Leones,2020-01-24,,,,,
klassikokkutulek-2-pulmad-ja-matused-(estonia),Klassikokkutulek 2: Pulmad ja matused,2020-01-24,,,,5543147.0,
last-full-measure-the,The Last Full Measure,2020-01-24,,,20000000.0,3321111.0,
john-henry,John Henry,2020-01-24,,,,,
jin-ji-jiu-yuan-(china),Jin Ji Jiu Yuan,2020-01-25,,,,74891710.0,
jinde-meriye-(india),Jinde Meriye,2020-01-24,,,,69880.0,
jiang-ziya-(china),Jiang Ziya,2020-10-01,,,,243883429.0,
jiong-ma-(china),Jiong Ma,2020-01-24,,,,212548.0,
gran-teatre-del-liceu-aida-(2021-spain),Gran Teatre Del Liceu: Aida,2020-01-24,,,,98740.0,
adaline-(2015),Adaline,2019-02-15,,,,3973.0,
je-voudrais-que-quelquun-mattende-quelque-part-(france),Je voudrais que quelqu'un m'attende quelque part,2020-01-24,,,,3454876.0,
india-vs-england-(india),India vs England,2020-02-14,,,,3187.0,
get-gone-(2020),Get Gone,2020-01-24,,,,,
filme-do-bruno-aleixo-o-(portugal),O Filme do Bruno Aleixo,2020-01-24,,,,138305.0,
moonbound-(2021-germany),Moonbound,2021-06-24,,,,1958224.0,
geheime-leben-der-baume-das-(germany),Das geheime Leben der BÃƒÂ¤ume,2020-07-23,,,,2809901.0,
feride-(turkey),Feride,2020-01-24,,,,141453.0,
proklyatyy-chinovnik-(2021-russia),Proklyatyy chinovnik,2021-06-24,,,,276718.0,
madchen-und-die-spinne-das-(2021-switzerland),Das MÃƒÂ¤dchen und die Spinne,2021-04-08,,,,1267.0,
buckleys-chance-(2021-australia),Buckley's Chance,2021-08-13,,,,648870.0,
blogery-i-dorogi-(2021-russia),Blogery i dorogi,2021-06-24,,,,21147.0,
heuteojin-bam-(2021-south-korea),Heuteojin bam,2021-06-24,,,,20392.0,
tokyo-shaking-(2021-france),Tokyo Shaking,2021-06-23,,,,153953.0,
operation-portugal-(2021-france),OpÃƒÂ©ration Portugal,2021-07-02,,,,3795568.0,
man-who-sold-his-skin-the-(2021-tunisia),The Man Who Sold His Skin,2021-06-24,,,,169214.0,
meideu-in-rupeutap-(2021-south-korea),Meideu in rupeutap,2021-06-23,,,,43474.0,
indes-galantes-(2021-france),Indes galantes,2021-06-23,,,,308429.0,
ibrahim-(2021-france),Ibrahim,2021-06-23,,,,125412.0,
frankly-a-life-in-the-circus-(2021-australia),Frankly: A Life in the Circus,2021-06-23,,,,,
gagarine-(2020-france),Gagarine,2021-04-01,,,,518840.0,
2-alfred-les-(2021-france),Les 2 Alfred,2021-06-21,,,,3158212.0,
devil-the-(2021-south-korea),The Devil,2021-06-23,,,,13673.0,
balsinjehan-(2021-south-korea),Balsinjehan,2021-06-23,,,,7619813.0,
like-the-wind-(australia),Like the Wind,2021-06-20,,,,,
amber-and-me-(uk),Amber and Me,2021-06-19,,,,,
tale-of-the-fatherless-the-(2021-united-kingdom),The Tale of the Fatherless,2021-06-18,,,,6314.0,
sweet-thing,Sweet Thing,2021-06-18,72.0,,,1471.0,0.0
take-back-(2021),Take Back,2021-06-18,,,,,
stem-cell-film-(2021-italy),Stem Cell Ã¢â‚¬â€ Film,2021-06-18,,,,631.0,
stalker-(2021),Stalker,2021-06-18,,,,,
what-men-want-(2019),What Men Want,2019-02-08,,,20000000.0,69911903.0,
violent-man-a-(2019),A Violent Man,2019-02-08,,,,,
untogether-(2019),Untogether,2019-02-08,,,,,
une-intime-conviction-(france)-(2019),Une intime conviction,2019-02-08,,,,3225703.0,
under-the-eiffel-tower-(2019),Under the Eiffel Tower,2019-02-08,,,,,
vijay-superum-pournamiyum-(india)(2019),Vijay Superum Pournamiyum,2019-02-08,,,,3289.0,
tout-ce-qu-il-me-reste-de-la-revolution-(france)-(2019),Tout ce qu'il me reste de la rÃƒÂ©volution,2019-02-08,,,,681347.0,
timm-thaler-oder-das-verkaufte-lachen-(germany)-(2017),Timm Thaler oder das verkaufte Lachen,2019-02-08,,,,31543.0,
st-agatha-(2018),St. Agatha,2019-02-08,,,,463530.0,
trinta-lumes-(spain)(2019),Trinta Lumes,2019-02-08,,,,20267.0,
sir-ayet-(turkey)-(2019),Sir-Ayet,2019-02-08,,,,241447.0,
runaway-smartphone-(bulgaria)-(2019),Runaway Smartphone,2019-02-08,,,,14832.0,
purpurinis-rukas-(lithuania)(2019),Purpurinis rÃ…Â«kas,2019-02-08,,,,179140.0,
to-dust-(2019),To Dust,2019-02-08,,,,,
scotch-a-golden-dream-(uk)(2019),Scotch: A Golden Dream,2019-02-08,,,,22931.0,
peranbu-(india)(2019),Peranbu,2019-02-08,,,,3414.0,
planeta-singli-3-(poland)-(2019),Planeta Singli 3,2019-02-08,,,,7913305.0,
on-the-wave-(russia)-(2013),On the wave,2019-02-08,,,,6780.0,
old-boys-(uk)-(2019),Old Boys,2019-02-08,,,,28176.0,
prodigy-the-(2019),The Prodigy,2019-02-08,,,6000000.0,22413145.0,
na-strese-(cz)(2019),Na stÃ…â„¢eÃ…Â¡e,2019-02-08,,,,162420.0,
natasaarvabhowma-(india)(2019),Natasaarvabhowma,2019-02-08,,,,1302.0,
everything-the-real-thing-story-(uk),Everything - The Real Thing Story,2020-01-24,,,,17088.0,
entha-manchivaadavuraa-(india),Entha Manchivaadavuraa,2020-01-24,,,,806.0,
lords-of-chaos-(uk)-(2019),Lords of Chaos,2019-02-08,,,,343402.0,
disco-raja-(india),Disco Raja,2020-01-24,,,,34149.0,
elsewhere-(us),Elsewhere,2020-01-24,,,,,
mantra-sounds-into-silence-(spain)-(2018),Mantra: Sounds into Silence,2019-02-08,,,,36885.0,
color-out-of-space,Color Out of Space,2020-01-24,70.0,6.0,,1067647.0,0.0
metallica-francais-pour-une-nuit-(france)(2009),Metallica - FranÃƒÂ§ais pour une nuit,2019-02-08,,,,56127.0,
asur-(india),Asur,2020-01-24,,,,,
bolshoi-ballet-giselle-(2019),Bolshoi Ballet: Giselle,2020-01-26,,,,228474.0,
cindy-la-regia-(mexico),Cindy La Regia,2020-01-24,,,,5225273.0,
assassin-33-a-d,Assassin 33 A.D.,2020-01-24,,,,,
anjaam-pathiraa-(india),Anjaam Pathiraa,2020-01-24,,,,48535.0,
18-percent-grey-(bulgaria),18% Grey,2020-01-24,,,,92259.0,
wolf-gang-die-(germany),Die Wolf-GÃƒÂ¤ng,2020-01-23,,,,2020628.0,
mario-bootta-the-space-beyond-(switzerland),"Mario Bootta, The Space Beyond",2020-01-23,,,,7961.0,
turning-the-(2020),The Turning,2020-01-24,,,12000000.0,18460739.0,
marafon-zhelaniy-(russia),Marafon zhelaniy,2020-01-23,,,,3688637.0,
haikyu-ova4-and-haikyu-ova5-(japan),Haikyu!! OVA4 and Haikyu!! OVA5,2020-01-23,,,,311483.0,
smert-nam-k-litsu-(russia),Smert nam k litsu,2020-01-23,,,,3511.0,
figli-(italy),Figli,2020-01-23,,,,3703653.0,
cholitas-(bolivia),Cholitas,2020-01-24,,,,32616.0,
blind-eyes-opened,Blind Eyes Opened,2020-01-23,,,,,
miseuteo-joo-sarajin-vip-(s-korea),Miseuteo Joo: Sarajin VIP,2020-01-22,,,,4326736.0,
namsaneui-bujangdeul-(s-korea),Namsaneui Bujangdeul,2020-01-24,,,,34956967.0,
sparks-brothers-the-(2021-documentary),The Sparks Brothers,2021-06-18,,,,1124256.0,
rita-moreno-just-a-girl-who-decided-to-go-for-it-(2021-documentary),Rita Moreno: Just a Girl Who Decided to Go for It,2021-06-18,,,,,
petite-fille-(2020-france),Petite fille,2021-09-17,,,,34570.0,
pesar-madar-(iran),Pesar-Madar,2021-06-18,,,,18029.0,
notres-les-(2021-canada),Les nÃƒÂ´tres,2021-06-18,,,,,
movimento-das-coisas-o-(1985-portugal),O Movimento das Coisas,2021-06-18,,,,7540.0,
last-bus-the-(2021-united-kingdom),The Last Bus,2021-02-18,,,,974032.0,
jump-the-heroes-behind-the-gold-(2021),Jump!!: The Heroes Behind The Gold,2021-06-18,,,,625915.0,
gruffalo-and-zog-the-(2021-united-kingdom),The Gruffalo and Zog,2021-06-18,,,,156482.0,
gaia-(2021-south-africa),Gaia,2021-06-18,,,,134038.0,
iesirea-trenurilor-din-gara-(2020-romania),IeÃˆâ„¢irea trenurilor din garÃ„Æ’,2021-06-18,,,,2640.0,
nebe-(2020-czech-republic),Nebe,2021-06-18,,,,7055.0,
fable-chapter-two-the-(2021-japan),The Fable: Chapter Two,2021-06-18,,,,11325545.0,
escopeta-nacional-la-(1978-spain),La escopeta nacional,2021-06-18,,,,6823.0,
entre-perro-y-lobo-(2021-spain),Entre perro y lobo,2021-06-18,,,,194.0,
fine-fleur-la-(2021-france),La fine fleur,2021-04-01,,,,2477660.0,
crime-on-the-bayou-a-(2021),A Crime on the Bayou,2021-06-18,,,,,
destello-bravio-(2021-spain),Destello bravÃƒÂ­o,2021-06-18,,,,22093.0,
crack-house-of-the-dead-(2021),Crack House of the Dead,2021-06-18,,,,,
birthday-cake-the-(2021),The Birthday Cake,2021-06-18,,,,2370.0,
isle-the-(uk)-(2019),The Isle,2019-02-08,,,,,
fuga-(poland)(2019),Fuga,2019-02-08,,,,1233.0,
gospel-of-eureka-the-(2019),The Gospel of Eureka,2019-02-08,,,,,
fiesta-nibiru-(uruguay)-(2019),Fiesta Nibiru,2019-02-08,,,,342.0,
divorce-party-the-(2019),The Divorce Party,2019-02-08,,,,,
derniere-folie-de-claire-darling-la-(france)-(2019),La derniÃƒÂ¨re folie de Claire Darling,2019-02-08,,,,899512.0,
combination-redemption-the-(oz)(2019),The Combination Redemption,2019-02-08,,,,91393.0,
dhilliku-dhuddu-2-(india)(2019),Dhilliku Dhuddu 2,2019-02-08,,,,1746.0,
